Date(UTC),price,Supply,MarketCap,Price,supply growth,daily trans.,No. of ERC20 Token Transfers,uniq. address,avg blk size,avg blk time,avg gas price,avg gas limit,daily gas used,daily blk reward,blk count reward,uncle count reward,net hashrte,net diff.,net trans. fee,net util.,,
,0,7/30/2015,0,72049306.59,0,0,72049306.59,8893,0,9205,644,4.46,0,0,0,39316.09375,6912,1299,11.5297,0.121,0,0
,1,7/31/2015,0,72085498.31,0,0,72085498.31,0,0,9361,582,12.58,0,0,0,36191.71875,6863,511,51.4594,0.603,0,0
,2,8/1/2015,0,72113204.25,0,0,72113204.25,0,0,9476,575,16.34,0,0,0,27705.9375,5293,334,57.7845,0.887,0,0
,3,8/2/2015,0,72141427.69,0,0,72141427.69,0,0,9563,581,16.12,0,0,0,28223.4375,5358,394,67.9224,1.02,0,0
,4,8/3/2015,0,72169404.41,0,0,72169404.41,0,0,9639,587,16.37,0,0,0,27976.71875,5280,443,74.5737,1.126,0,0
,5,8/4/2015,0,72197882.84,0,0,72197882.84,0,0,9696,587,16.1,0,0,0,28478.4375,5368,458,82.0352,1.217,0,0
,6,8/5/2015,0,72225411.44,0,0,72225411.44,0,0,9749,579,16.51,0,0,0,27528.59375,5235,371,86.1558,1.328,0,0
,7,8/6/2015,0,72252486.91,0,0,72252486.91,0,0,9790,584,16.89,0,0,0,27075.46875,5116,411,88.3326,1.381,0,0
,8,8/7/2015,2.77,72279924.56,200.215391,2.77,72279924.56,2050,0,10314,633,16.65,6.04684E+11,122980,49353826,27437.65625,5189,409,95.2981,1.471,3.73184E+19,0.1317
,9,8/8/2015,0.81,72307868,58.56937308,0.81,72307868,2881,0,10730,668,16.44,3.22714E+11,1940277,376006093,27943.4375,5256,458,104.8971,1.586,6.81E+19,0.0468
,10,8/9/2015,0.74,72335046.28,53.52793425,0.74,72335046.28,1329,0,11004,618,16.86,4.75467E+11,3141325,38863003,27178.28125,5123,421,109.6916,1.709,1.40989E+19,0.0024
,11,8/10/2015,0.68,72362863.63,49.20674727,0.68,72362863.63,2037,0,11679,631,16.44,4.21655E+11,3141511,74070061,27817.34375,5255,415,120.5988,1.838,3.11651E+19,0.0045
,12,8/11/2015,1.06,72390891.44,76.73434492,1.06,72390891.44,4963,0,13576,692,16.37,77838819162,3141521,163481740,28027.8125,5280,438,134.7695,2.036,1.13114E+19,0.0099
,13,8/12/2015,1.25,72418262.38,90.52282797,1.25,72418262.38,2036,0,13913,653,16.86,4.44902E+11,3141555,70102332,27370.9375,5124,474,143.0004,2.207,3.2587E+19,0.0044
,14,8/13/2015,1.78,72446530.5,128.9548243,1.78,72446530.5,2842,0,14459,666,16.34,2.68683E+11,3141552,88234087,28268.125,5286,504,156.6101,2.337,2.49292E+19,0.0053
,15,8/14/2015,1.8,72477637.22,130.459747,1.8,72477637.22,3174,0,15024,660,14.88,1.93455E+11,3141575,78746522,31106.71875,5809,555,196.7576,2.671,1.43548E+19,0.0043
,16,8/15/2015,1.79,72506149.88,129.7860083,1.79,72506149.88,2284,0,15407,638,16.04,1.44369E+11,3141584,59565914,28512.65625,5382,441,227.665,3.378,8.83659E+18,0.0035
,17,8/16/2015,1.37,72533244.41,99.37054484,1.37,72533244.41,2440,0,15698,641,16.84,1.2094E+11,3141581,58241191,27094.53125,5132,385,231.8948,3.632,6.67724E+18,0.0036
,18,8/17/2015,1.2,72561363.31,87.07363598,1.2,72561363.31,2512,0,15984,635,16.16,1.3215E+11,3141589,60515132,28118.90625,5347,377,258.9066,3.908,7.64281E+18,0.0036
,19,8/18/2015,1.27,72587526.13,92.18615818,1.27,72587526.13,2494,0,16268,648,17.46,1.46513E+11,3141585,66816413,26162.8125,4948,390,270.4645,4.378,1.19061E+19,0.0043
,20,8/19/2015,1.26,72614808.16,91.49465828,1.26,72614808.16,3246,0,16553,653,16.64,1.94583E+11,3141611,91746712,27282.03125,5192,361,284.0496,4.42,1.5431E+19,0.0056
,21,8/20/2015,1.48,72635865.19,107.5010805,1.48,72635865.19,2303,0,16773,650,21.47,99011782801,3141608,63112713,21057.03125,4024,257,221.4382,4.469,6.85557E+18,0.005
,22,8/21/2015,1.44,72662556.13,104.6340808,1.44,72662556.13,3919,0,17070,668,16.98,79543407701,3141620,106379973,26690.9375,5088,338,277.282,4.415,7.85504E+18,0.0067
,23,8/22/2015,1.39,72690106.59,101.0392482,1.39,72690106.59,3579,0,17313,648,16.39,5.52841E+11,3141669,90744195,27550.46875,5271,323,312.6127,4.828,4.25472E+19,0.0055
,24,8/23/2015,1.35,72716362.22,98.167089,1.35,72716362.22,4190,0,17662,681,17.24,73439482806,3141828,117802449,26255.625,5013,320,317.1623,5.138,8.04977E+18,0.0075
,25,8/24/2015,1.24,72743695.5,90.20218242,1.24,72743695.5,4432,0,17839,673,16.67,92409814705,3141762,97648912,27333.28125,5184,377,333.3458,5.179,8.87629E+18,0.006
,26,8/25/2015,1.17,72770431.59,85.14140496,1.17,72770431.59,4487,0,18089,680,16.95,76432335617,3141658,114480057,26736.09375,5097,335,325.2465,5.173,8.25976E+18,0.0071
,27,8/26/2015,1.16,72796569.56,84.44402069,1.16,72796569.56,4156,0,18298,669,17.27,60481160549,3141656,99511209,26137.96875,5003,303,343.1277,5.587,7.44773E+18,0.0063
,28,8/27/2015,1.13,72821102.38,82.28784568,1.13,72821102.38,5590,0,18508,708,18.35,59307091958,3141738,147888097,24532.8125,4708,266,341.1168,5.925,8.67096E+18,0.01
,29,8/28/2015,1.3,72845327.53,94.69892579,1.3,72845327.53,4758,0,18687,691,18.57,92879907335,3141816,111903559,24225.15625,4653,257,355.2287,6.251,9.92515E+18,0.0077
,30,8/29/2015,1.18,72867852.53,85.98406599,1.18,72867852.53,4139,0,18815,682,19.93,56211090684,3141640,99107570,22525,4329,232,351.453,6.658,5.50745E+18,0.0073
,31,8/30/2015,1.32,72889306.13,96.21388409,1.32,72889306.13,4572,0,19017,689,20.77,55155494457,3141760,102643603,21453.59375,4155,179,340.144,6.781,5.63417E+18,0.0079
,32,8/31/2015,1.35,72910599.56,98.42930941,1.35,72910599.56,5196,0,19168,731,20.87,58423521569,3141670,129040364,21293.4375,4122,182,359.3523,7.214,7.42453E+18,0.01
,33,9/1/2015,1.35,72930942.53,98.45677242,1.35,72930942.53,5153,0,19349,741,21.86,56671549652,3142022,140186844,20342.96875,3938,171,363.4134,7.641,7.84377E+18,0.0113
,34,9/2/2015,1.29,72949329.88,94.10463554,1.29,72949329.88,5195,0,19500,766,24.12,59243651401,3141705,139367393,18387.34375,3577,135,355.9032,8.284,8.15374E+18,0.0124
,35,9/3/2015,1.26,72966710.81,91.93805562,1.26,72966710.81,4777,0,19646,755,25.53,55051483461,3141915,126323875,17380.9375,3383,126,339.3088,8.355,6.97003E+18,0.0119
,36,9/4/2015,1.27,72989792.69,92.69703671,1.27,72989792.69,5642,0,19791,762,19.3,58779015464,3141831,167169621,23081.875,4443,232,350.0661,6.47,9.73386E+18,0.012
,37,9/5/2015,1.37,73015421.75,100.0311278,1.37,73015421.75,5519,0,19955,753,17.48,54768144366,3141859,159443421,25629.0625,4921,274,374.917,6.235,9.14123E+18,0.0103
,38,9/6/2015,1.3,73041590.03,94.95406704,1.3,73041590.03,5521,0,20081,733,17.19,55089818552,3141785,142769611,26168.28125,4978,345,388.4451,6.305,8.05549E+18,0.0091
,39,9/7/2015,1.24,73067050.5,90.60314262,1.24,73067050.5,5702,0,20308,753,17.77,53594260637,3141753,170954165,25460.46875,4834,343,379.8349,6.339,9.25642E+18,0.0113
,40,9/8/2015,1.23,73092943,89.90431989,1.23,73092943,5622,0,20433,759,17.46,64932639811,3141945,159613715,25892.5,4923,348,370.7395,6.077,1.03799E+19,0.0103
,41,9/9/2015,1.21,73119370.66,88.47443849,1.21,73119370.66,5604,0,20609,765,17.12,53779997784,3141686,173606036,26427.65625,5035,345,386.1935,6.202,9.8406E+18,0.011
,42,9/10/2015,1.16,73145814.88,84.84914526,1.16,73145814.88,5341,0,20711,730,17.18,54630657670,3141856,141533806,26444.21875,5003,383,392.0801,6.29,7.92581E+18,0.009
,43,9/11/2015,0.98,73173054.72,71.70959362,0.98,73173054.72,6460,0,20897,736,16.71,55713802958,3141709,160019709,27239.84375,5141,411,421.6556,6.562,8.87673E+18,0.0099
,44,9/12/2015,1.04,73199455.81,76.12743405,1.04,73199455.81,5596,0,21043,761,17.11,61830202468,3141607,186314190,26401.09375,5026,339,424.2721,6.833,1.13548E+19,0.0118
,45,9/13/2015,0.94,73225627.22,68.83208959,0.94,73225627.22,6057,0,21252,764,17.25,52313524792,3141606,177583552,26171.40625,4971,353,432.7014,7.022,9.57873E+18,0.0114
,46,9/14/2015,0.87,73251215.34,63.72855735,0.87,73251215.34,5572,0,21409,771,17.61,53772389657,3141838,171636301,25588.125,4851,360,399.6471,6.626,9.90155E+18,0.0113
,47,9/15/2015,0.94,73276830.66,68.88022082,0.94,73276830.66,5409,0,21581,755,17.75,53191101494,3141800,148568242,25615.3125,4842,378,387.7858,6.419,8.427E+18,0.0098
,48,9/16/2015,0.9,73303148.78,65.9728339,0.9,73303148.78,5872,0,21719,739,17.32,1.11519E+11,3141820,146153300,26318.125,4956,412,383.9057,6.179,1.51466E+19,0.0094
,49,9/17/2015,0.89,73328584.41,65.26244012,0.89,73328584.41,5368,0,21826,753,17.91,55637920883,3141794,147106346,25435.625,4808,372,362.1457,6.04,8.55652E+18,0.0097
,50,9/18/2015,0.85,73354486.13,62.35131321,0.85,73354486.13,5802,0,21999,785,17.57,55703151966,3141637,212949263,25901.71875,4889,403,346.2296,5.653,1.18348E+19,0.0139
,51,9/19/2015,0.89,73381665.81,65.30968257,0.89,73381665.81,5205,0,22106,735,16.9,51639660974,3141615,151038683,27179.6875,5078,490,357.5566,5.548,7.9822E+18,0.0095
,52,9/20/2015,0.94,73409648.47,69.00506956,0.94,73409648.47,6402,0,22230,766,16.04,52910345407,3142039,206446103,27982.65625,5305,389,408.748,6.202,1.09696E+19,0.0124
,53,9/21/2015,0.9,73436300.34,66.09267031,0.9,73436300.34,6305,0,22363,779,16.87,51171380285,3141982,190902398,26651.875,5075,340,409.9779,6.541,1.01807E+19,0.012
,54,9/22/2015,0.9,73462670.66,66.11640359,0.9,73462670.66,6804,0,22496,807,17,51465441496,3141713,211491983,26370.3125,5051,298,410.0917,6.624,1.14041E+19,0.0133
,55,9/23/2015,0.9,73489750.97,66.14077587,0.9,73489750.97,7404,0,22648,784,16.58,51732832046,3141858,198471252,27080.3125,5165,334,438.8619,6.895,1.07003E+19,0.0122
,56,9/24/2015,0.81,73516136.75,59.54807077,0.81,73516136.75,6224,0,22783,782,17.1,54262646753,3141870,183782502,26385.78125,5021,341,436.2345,7.029,1.03195E+19,0.0117
,57,9/25/2015,0.74,73543140.19,54.42192374,0.74,73543140.19,5851,0,22902,767,16.73,52300197415,3141685,178617418,27003.4375,5126,366,443.497,6.977,9.83659E+18,0.0111
,58,9/26/2015,0.78,73569050.5,57.38385939,0.78,73569050.5,5907,0,22964,765,17.32,55315658061,3141649,160320021,25910.3125,4930,338,440.6371,7.227,9.28915E+18,0.0104
,59,9/27/2015,0.72,73594061.59,52.98772435,0.72,73594061.59,5760,0,23045,725,17.92,51025979902,3141739,165754018,25011.09375,4773,307,426.444,7.253,8.42387E+18,0.0111
,60,9/28/2015,0.59,73618775.81,43.43507773,0.59,73618775.81,6123,0,23160,755,18.02,52683661382,3141657,171799357,24714.21875,4738,275,391.4721,6.747,9.27235E+18,0.0115
,61,9/29/2015,0.68,73643144.25,50.07733809,0.68,73643144.25,5738,0,23283,762,18.51,55437141860,3141780,155322802,24368.4375,4640,314,347.3122,6.057,8.87733E+18,0.0107
,62,9/30/2015,0.72,73668238,53.04113136,0.72,73668238,5870,0,23385,742,18.04,51461473059,3141889,161315703,25093.75,4757,356,332.8925,5.625,8.38533E+18,0.0108
,63,10/1/2015,0.68,73695660.03,50.11304882,0.68,73695660.03,6421,0,23482,741,16.45,51474669294,3141822,167413168,27422.03125,5210,373,365.2783,5.653,8.76795E+18,0.0102
,64,10/2/2015,0.68,73722573.16,50.13134975,0.68,73722573.16,6063,0,23563,773,16.62,52567714347,3141782,175336965,26913.125,5143,324,378.4969,5.982,9.7653E+18,0.0109
,65,10/3/2015,0.69,73749026.91,50.88682857,0.69,73749026.91,6112,0,23689,769,16.84,52502578427,3141755,176738025,26453.75,5077,292,390.9186,6.291,9.79165E+18,0.0111
,66,10/4/2015,0.67,73774507.06,49.42891973,0.67,73774507.06,6624,0,23777,776,17.47,50733256095,3141756,175625589,25480.15625,4886,281,371.1233,6.206,9.43193E+18,0.0114
,67,10/5/2015,0.63,73800643.94,46.49440568,0.63,73800643.94,6279,0,23909,771,17.05,50742818443,3141678,217225401,26136.875,5009,292,385.5859,6.285,1.14868E+19,0.0138
,68,10/6/2015,0.66,73825680.5,48.72494913,0.66,73825680.5,6458,0,24005,781,17.67,51375494165,3141827,185466056,25036.5625,4806,266,368.4521,6.276,9.9953E+18,0.0123
,69,10/7/2015,0.61,73851814.09,45.0496066,0.61,73851814.09,7121,0,24102,808,17.09,51181314265,3141680,227483136,26133.59375,5004,295,366.9765,5.984,1.2183E+19,0.0145
,70,10/8/2015,0.62,73878596.28,45.80472969,0.62,73878596.28,6926,0,24168,789,16.6,56971870131,3141709,206603046,26782.1875,5152,270,375.1336,5.978,1.19729E+19,0.0128
,71,10/9/2015,0.65,73904043.94,48.03762856,0.65,73904043.94,6763,0,24243,779,17.45,61962572208,3141695,180944156,25447.65625,4905,245,364.9485,6.123,1.13092E+19,0.0117
,72,10/10/2015,0.63,73929543.63,46.57561248,0.63,73929543.63,6529,0,24303,778,17.44,64893302980,3141792,174240457,25499.6875,4896,270,360.6383,6.032,1.13828E+19,0.0113
,73,10/11/2015,0.63,73956054.41,46.59231428,0.63,73956054.41,6023,0,24359,748,16.91,56318375319,3141731,154497993,26510.78125,5073,301,381.8711,6.139,8.99879E+18,0.0097
,74,10/12/2015,0.63,73982854.41,46.60919828,0.63,73982854.41,6593,0,24473,787,16.48,51359902694,3141695,200001725,26800,5148,284,386.3386,6.145,1.07038E+19,0.0124
,75,10/13/2015,0.6,74009522.69,44.40571361,0.6,74009522.69,6818,0,24675,818,16.76,53219625156,3141683,223630692,26668.28125,5108,301,397.9554,6.357,1.23232E+19,0.0139
,76,10/14/2015,0.51,74035398.31,37.75805314,0.51,74035398.31,6830,0,24906,791,17.3,57976429615,3141697,193279995,25875.625,4934,320,394.1999,6.482,1.1832E+19,0.0125
,77,10/15/2015,0.56,74061008.78,41.47416492,0.56,74061008.78,6499,0,25142,824,17.39,54823147993,3141699,347607211,25610.46875,4926,263,372.9212,6.209,1.88703E+19,0.0225
,78,10/16/2015,0.53,74086450.19,39.2658186,0.53,74086450.19,6795,0,25248,827,17.56,53404946237,3141670,400824348,25441.40625,4883,273,347.0096,5.815,2.11794E+19,0.0261
,79,10/17/2015,0.55,74112900.81,40.76209545,0.55,74112900.81,6567,0,25356,788,16.86,53619552703,3141653,230368185,26450.625,5056,312,373.0388,6.004,1.22915E+19,0.0145
,80,10/18/2015,0.52,74138749.09,38.55214953,0.52,74138749.09,6481,0,25489,812,17.28,52006592112,3141624,249377360,25848.28125,4945,297,362.4454,5.974,1.3113E+19,0.0161
,81,10/19/2015,0.49,74164715.81,36.34071075,0.49,74164715.81,6604,0,25729,802,17.29,52456819761,3141665,216816740,25966.71875,4975,291,360.9165,5.922,1.16992E+19,0.0139
,82,10/20/2015,0.44,74190908.31,32.64399966,0.44,74190908.31,5897,0,25828,770,17.2,53767556518,3141727,191557542,26192.5,4990,332,359.4184,5.835,1.1527E+19,0.0122
,83,10/21/2015,0.44,74216954.72,32.65546008,0.44,74216954.72,6182,0,26090,774,17.22,53588794315,3141707,180468852,26046.40625,4990,289,358.9999,5.876,1.01559E+19,0.0115
,84,10/22/2015,0.59,74242285.5,43.80294845,0.59,74242285.5,5979,0,26244,782,17.78,57253941421,3141732,237772273,25330.78125,4835,305,341.149,5.734,1.32005E+19,0.0157
,85,10/23/2015,0.52,74269844.09,38.62031893,0.52,74269844.09,6888,0,26449,818,16.26,51207267003,3141638,260401303,27558.59375,5263,331,380.6258,5.879,1.37479E+19,0.0157
,86,10/24/2015,0.57,74296959.09,42.34926668,0.57,74296959.09,6361,0,26892,771,16.52,50749518370,3141626,211420205,27115,5171,336,400.8051,6.288,1.06966E+19,0.013
,87,10/25/2015,0.65,74323773.31,48.31045265,0.65,74323773.31,5830,0,27220,751,16.74,51635339670,3141631,170100960,26814.21875,5096,351,415.4128,6.589,9.07951E+18,0.0106
,88,10/26/2015,0.74,74349688.63,55.01876958,0.74,74349688.63,5938,0,27534,765,17.52,54585998170,3141613,203310004,25915.3125,4908,366,399.276,6.541,1.07733E+19,0.0132
,89,10/27/2015,0.87,74377214.88,64.70817694,0.87,74377214.88,6784,0,27744,815,16.5,53525777571,3141603,365376906,27526.25,5220,376,423.6995,6.542,1.89029E+19,0.0223
,90,10/28/2015,1.01,74403563.31,75.14759895,1.01,74403563.31,7346,0,27918,808,17.33,54787998286,3141629,202357247,26348.4375,4967,398,425.0888,6.846,1.08987E+19,0.013
,91,10/29/2015,1.16,74431070.34,86.3400416,1.16,74431070.34,7836,0,28188,814,16.64,52364630378,3141634,241667844,27507.03125,5158,453,457.198,7.04,1.25508E+19,0.0149
,92,10/30/2015,1.04,74458794.25,77.43714602,1.04,74458794.25,7941,3,28770,781,16.3,54017718700,3141598,250649964,27723.90625,5232,409,485.0091,7.429,1.34663E+19,0.0152
,93,10/31/2015,0.89,74486542.06,66.29302244,0.89,74486542.06,7557,0,29166,812,16.65,53753181787,3141633,296674561,27747.8125,5129,554,512.5808,7.793,1.54824E+19,0.0184
,94,11/1/2015,1.05,74514722.22,78.24045833,1.05,74514722.22,6915,0,29676,783,16.54,50751088484,3141603,316473677,28180.15625,5158,625,520.7818,7.781,1.61703E+19,0.0195
,95,11/2/2015,0.96,74541856.44,71.56018218,0.96,74541856.44,6558,1,29973,779,17.04,53162663704,3141654,193339829,27134.21875,5024,531,494.4047,7.69,1.0396E+19,0.0122
,96,11/3/2015,1,74569462.22,74.56946222,1,74569462.22,7399,30,30326,844,16.83,51578536572,3141601,236076946,27605.78125,5085,573,480.1956,7.333,1.22404E+19,0.0148
,97,11/4/2015,0.87,74597178.63,64.8995454,0.87,74597178.63,7037,18,30608,762,16.79,52243136362,3141728,180987375,27716.40625,5125,549,508.4657,7.743,9.39286E+18,0.0112
,98,11/5/2015,0.89,74624470.03,66.41577833,0.89,74624470.03,7498,12,30815,813,16.85,52990311400,3141619,199792729,27291.40625,5103,473,489.3514,7.582,1.05939E+19,0.0125
,99,11/6/2015,0.92,74651892.22,68.67974084,0.92,74651892.22,7882,0,30968,812,16.56,52184810513,3141598,309939683,27422.1875,5142,450,491.3861,7.592,1.59363E+19,0.0192
,100,11/7/2015,0.92,74678607.53,68.70431893,0.92,74678607.53,10996,0,31514,1005,17.27,51944373853,3141648,572275369,26715.3125,4922,550,478.1613,7.55,3.20799E+19,0.037
,101,11/8/2015,1.02,74705896.59,76.20001453,1.02,74705896.59,12413,18,32153,1015,17.02,52414324288,3141634,563914716,27289.0625,5021,570,498.873,7.709,2.95269E+19,0.0357
,102,11/9/2015,1,74732956.13,74.73295613,1,74732956.13,7689,39,32455,786,17,51918274052,3141601,211894015,27059.53125,5024,509,496.5674,7.754,1.12631E+19,0.0134
,103,11/10/2015,0.92,74760400.19,68.77956817,0.92,74760400.19,8151,39,32634,834,16.92,52237284910,3141605,287969451,27444.0625,5053,574,505.3881,7.76,1.53512E+19,0.0181
,104,11/11/2015,0.78,74788226.75,58.33481687,0.78,74788226.75,10217,27,32804,1044,17.08,52560853806,3141604,414061456,27826.5625,5028,702,508.885,7.673,2.30768E+19,0.0262
,105,11/12/2015,0.89,74816251.28,66.58646364,0.89,74816251.28,9534,5,32918,874,16.84,59050838844,3141977,450460992,28024.53125,5079,693,517.4888,7.746,2.58891E+19,0.0282
,106,11/13/2015,0.89,74844436.44,66.61154843,0.89,74844436.44,7891,3,33055,808,16.63,51534479321,3141601,280236525,28185.15625,5119,681,528.3143,7.87,1.45833E+19,0.0174
,107,11/14/2015,0.89,74872794.09,66.63678674,0.89,74872794.09,7211,1,33157,938,16.64,51216461485,3141660,360305868,28357.65625,5127,713,534.8715,7.913,1.8534E+19,0.0224
,108,11/15/2015,0.9,74900914.25,67.41082283,0.9,74900914.25,7170,4,33264,797,16.52,51537798825,3141650,224846805,28120.15625,5195,561,550.2513,8.26,1.1484E+19,0.0138
,109,11/16/2015,0.94,74928309.41,70.43261084,0.94,74928309.41,7442,2,33376,782,16.97,56768038418,3141691,182259335,27395.15625,5039,577,541.2585,8.327,1.02696E+19,0.0115
,110,11/17/2015,1,74956103,74.956103,1,74956103,7145,0,33512,762,16.54,56303859554,3141628,171866071,27793.59375,5163,515,535.801,8.153,9.59683E+18,0.0106
,111,11/18/2015,0.99,74983355.03,74.23352148,0.99,74983355.03,7373,1,33629,774,16.81,53515892028,3141600,195036006,27252.03125,5075,489,550.5812,8.55,1.03215E+19,0.0122
,112,11/19/2015,0.95,75009918.47,71.25942255,0.95,75009918.47,8876,0,33765,882,17.04,54119551224,3141601,291565861,26563.4375,4977,446,552.7532,8.807,1.58639E+19,0.0186
,113,11/20/2015,0.93,75035048.94,69.78259551,0.93,75035048.94,6348,2,33883,814,18.1,54384895828,3141629,215430072,25130.46875,4721,403,472.9611,7.975,1.19869E+19,0.0145
,114,11/21/2015,0.97,75061831.13,72.80997619,0.97,75061831.13,6822,0,33999,832,16.97,54039631830,3141598,200136785,26782.1875,5035,422,480.0484,7.601,1.12449E+19,0.0127
,115,11/22/2015,0.96,75088819.72,72.08526693,0.96,75088819.72,7083,0,34447,816,16.9,53793371733,3141599,200785655,26988.59375,5049,459,480.251,7.533,1.12417E+19,0.0127
,116,11/23/2015,0.94,75116092.06,70.60912654,0.94,75116092.06,8260,0,34594,863,16.65,55629754775,3141623,233727612,27272.34375,5089,483,487.9382,7.566,1.33161E+19,0.0146
,117,11/24/2015,0.91,75142940.19,68.38007557,0.91,75142940.19,7152,0,34812,828,17.21,58042755370,3141597,213080657,26848.125,5001,484,486.5758,7.665,1.29665E+19,0.0136
,118,11/25/2015,0.86,75169412.06,64.64569437,0.86,75169412.06,7098,0,34913,807,17.37,54235748106,3141605,236509015,26471.875,4940,464,470.151,7.517,1.24596E+19,0.0152
,119,11/26/2015,0.88,75195950.5,66.17243644,0.88,75195950.5,7278,2,35071,784,17.36,53986356287,3141604,172083879,26538.4375,4940,486,470.857,7.498,9.30701E+18,0.0111
,120,11/27/2015,0.87,75223837.38,65.44473852,0.87,75223837.38,6639,0,35136,790,16.5,53456555142,3141597,173300084,27886.875,5174,528,492.9653,7.47,9.39919E+18,0.0107
,121,11/28/2015,0.91,75251045.34,68.47845126,0.91,75251045.34,6817,3,35204,774,16.96,54312682973,3141615,277436869,27207.96875,5008,571,498.5437,7.721,1.45671E+19,0.0176
,122,11/29/2015,0.87,75278393.16,65.49220205,0.87,75278393.16,6853,1,35288,776,16.84,53321187419,3141597,171604728,27347.8125,5050,550,500.4669,7.721,9.09079E+18,0.0108
,123,11/30/2015,0.88,75305749.41,66.26905948,0.88,75305749.41,8986,0,35402,864,16.75,55199244474,3141791,378296036,27356.25,5080,516,503.9533,7.781,2.08158E+19,0.0237
,124,12/1/2015,0.87,75333292.22,65.53996423,0.87,75333292.22,6794,0,35508,847,16.92,54837947431,3141605,231616100,27542.8125,5078,566,514.3284,7.873,1.30744E+19,0.0145
,125,12/2/2015,0.83,75359299.25,62.54821838,0.83,75359299.25,6502,1,35607,819,17.86,53588845124,3141635,209753737,26007.03125,4824,501,481.8385,7.818,1.14381E+19,0.0138
,126,12/3/2015,0.82,75387362.53,61.81763728,0.82,75387362.53,6971,1,35709,778,16.46,53564860105,3141598,198524826,28063.28125,5205,537,504.3068,7.588,1.06661E+19,0.0121
,127,12/4/2015,0.84,75414041.91,63.3477952,0.84,75414041.91,6898,16,35879,804,17.09,53920215595,3141596,224707034,26679.375,5008,432,493.1904,7.833,1.23723E+19,0.0143
,128,12/5/2015,0.85,75440623.78,64.12453021,0.85,75440623.78,6784,7,36022,835,17.07,54430269329,3141598,231821279,26581.875,5006,412,511.9346,8.164,1.30848E+19,0.0147
,129,12/6/2015,0.84,75466879.56,63.39217883,0.84,75466879.56,9103,4,36291,877,17.42,53904812363,3141608,321509549,26255.78125,4913,453,487.6672,7.852,1.71474E+19,0.0208
,130,12/7/2015,0.8,75493598.47,60.39487878,0.8,75493598.47,7141,6,36437,775,17.18,53988885934,3141601,176718066,26718.90625,4971,493,483.681,7.648,9.64277E+18,0.0113
,131,12/8/2015,0.83,75519910.97,62.6815261,0.83,75519910.97,6697,5,36557,771,17.39,53743612456,3141598,170716327,26312.5,4911,464,469.5651,7.548,9.1462E+18,0.0111
,132,12/9/2015,0.79,75548235.03,59.68310567,0.79,75548235.03,7001,1,36673,779,16.46,54733915734,3141606,179709088,28324.0625,5208,602,494.265,7.35,1.0137E+19,0.011
,133,12/10/2015,0.84,75575712.38,63.4835984,0.84,75575712.38,7444,9,36820,820,16.71,54938250098,3141594,205190667,27477.34375,5144,467,504.7793,7.773,1.13409E+19,0.0127
,134,12/11/2015,0.91,75602735.19,68.79848902,0.91,75602735.19,8105,6,36951,884,16.93,58195798149,3141605,270674425,27022.8125,5062,454,514.5903,8.06,1.68524E+19,0.017
,135,12/12/2015,0.97,75629941.75,73.3610435,0.97,75629941.75,8205,3,37373,916,16.82,59486449382,3141646,353864548,27206.5625,5076,486,517.9029,8.045,2.31231E+19,0.0222
,136,12/13/2015,0.96,75657849.09,72.63153513,0.96,75657849.09,7426,1,37569,845,16.29,56701649126,3141609,325726017,27907.34375,5280,399,556.8745,8.472,1.87321E+19,0.0196
,137,12/14/2015,0.99,75684557.69,74.92771211,0.99,75684557.69,15550,4,37729,1752,17.12,53372600387,3141665,1415319249,26708.59375,4999,455,541.3528,8.576,7.46524E+19,0.0901
,138,12/15/2015,1.01,75711572.22,76.46868794,1.01,75711572.22,21098,4,37850,1834,16.91,62650330558,3185202,1945458070,27014.53125,5070,445,559.704,8.769,1.14408E+20,0.1209
,139,12/16/2015,0.99,75738029.56,74.98064927,0.99,75738029.56,10304,0,37990,1216,17.13,54026271431,3141637,838759501,26457.34375,4982,407,534.0622,8.562,4.42168E+19,0.0536
,140,12/17/2015,0.94,75764912.69,71.21901793,0.94,75764912.69,9612,0,38358,1053,16.86,55081281267,3141623,606010119,26883.125,5060,420,553.9679,8.734,3.24011E+19,0.0381
,141,12/18/2015,0.91,75791584.25,68.97034167,0.91,75791584.25,9032,0,38634,1057,17.06,55034649240,3141645,601895736,26671.5625,5020,414,552.1806,8.78,3.21814E+19,0.0382
,142,12/19/2015,0.9,75818278.78,68.2364509,0.9,75818278.78,9314,0,38756,1009,16.89,53891713881,3141624,539740128,26694.53125,5038,401,548.8488,8.719,2.85162E+19,0.0341
,143,12/20/2015,0.9,75844714.88,68.26024339,0.9,75844714.88,9879,0,38902,1103,17.07,53342677327,3141680,655002877,26436.09375,4947,447,533.1539,8.54,3.44272E+19,0.0421
,144,12/21/2015,0.89,75871172.69,67.52534369,0.89,75871172.69,12063,2,39082,1172,17.14,53466176225,3141615,740632642,26457.8125,4976,418,531.4617,8.513,3.91192E+19,0.0474
,145,12/22/2015,0.87,75898547.06,66.03173594,0.87,75898547.06,21027,0,39208,2045,16.63,53627121090,3142834,1120896788,27374.375,5129,456,564.9776,8.74,5.91625E+19,0.0695
,146,12/23/2015,0.85,75925946.44,64.53705447,0.85,75925946.44,22740,4,39317,1544,16.73,55663754533,3172096,1474132298,27399.375,5112,488,552.9946,8.532,8.1426E+19,0.0908
