Date(UTC),price,Supply,MarketCap,Price,supply growth,daily trans.,No. of ERC20 Token Transfers,uniq. address,avg blk size,avg blk time,avg gas price,avg gas limit,daily gas used,daily blk reward,blk count reward,uncle count reward,net hashrte,net diff.,net trans. fee,net util.,,
,1088,7/22/2018,457.65,100857953.7,46157.64249,457.65,100857953.7,675356,451082,41467067,20793,14.23,11032570831,7996800,43686039590,20770.21875,5975,1201,277879.9228,3345.711,3.67829E+20,0.915
,1089,7/23/2018,449.63,100878393.2,45357.95194,449.63,100878393.2,758657,412827,41534172,23066,14.49,15546838989,7996724,43020718994,20439.5625,5862,1198,287300.9941,3515.978,5.5846E+20,0.9178
,1090,7/24/2018,479.47,100898953.6,48378.02129,479.47,100898953.6,784910,423843,41616773,24225,14.61,15414715967,7997333,42108371249,20560.40625,5815,1315,282719.1101,3425.937,4.75623E+20,0.9058
,1091,7/25/2018,471.28,100919727.3,47561.44909,471.28,100919727.3,787527,428902,41711100,24159,14.41,13351179160,7996782,42981057409,20773.6875,5900,1306,289873.6853,3475.588,4.4346E+20,0.912
,1092,7/26/2018,462.03,100940147.1,46637.37616,462.03,100940147.1,725630,445055,41805243,23504,14.51,12324821471,7996385,42685455814,20419.78125,5852,1187,287517.1961,3529.121,3.90999E+20,0.9131
,1093,7/27/2018,469.69,100960660.8,47420.21278,469.69,100960660.8,788715,413196,41903836,22766,14.41,10745209264,7996352,40925241441,20513.71875,5909,1169,286980.17,3503.12,3.63146E+20,0.8667
,1094,7/28/2018,468.55,100981101.9,47314.69528,468.55,100981101.9,703973,330478,42009275,19586,14.16,11542424148,7996641,38092270390,20441.0625,5991,1034,288229.5692,3544.916,5.1254E+20,0.7961
,1095,7/29/2018,466.2,101001595.2,47086.94366,466.2,101001595.2,716354,421860,42116918,21871,14.15,9257167474,7995682,37955708262,20493.28125,6010,1023,289579.6618,3557.469,3.03759E+20,0.7907
,1096,7/30/2018,456.56,101022010.1,46122.60891,456.56,101022010.1,757712,468438,42207852,23849,14.25,10934695303,7996260,40983817703,20414.90625,5963,1047,289075.2031,3562.924,3.43233E+20,0.8608
,1097,7/31/2018,431.99,101042605.4,43649.39512,431.99,101042605.4,745063,438754,42306076,23919,14.33,11023798202,7996680,41561563320,20595.375,5919,1188,290345.5569,3529.739,3.55722E+20,0.8793
,1098,8/1/2018,419.87,101063032.5,42433.33547,419.87,101063032.5,757758,446236,42402181,24727,14.49,36681296496,7996702,42361321878,20427.09375,5861,1197,287162.3906,3515.278,7.47823E+20,0.9074
,1099,8/2/2018,410.83,101083583.3,41528.16852,410.83,101083583.3,779928,443687,42473512,24602,14.51,10200915813,7996659,42271396577,20550.75,5854,1264,292800.3203,3554.081,3.33957E+20,0.9067
,1100,8/3/2018,417.62,101104100.1,42223.09428,417.62,101104100.1,753190,455770,42548009,22395,14.38,10514159674,7996273,42649322806,20516.8125,5916,1182,285672.7276,3477.335,3.44036E+20,0.9033
,1101,8/4/2018,406.91,101124702.4,41148.65266,406.91,101124702.4,720548,481942,42620951,21272,14.2,9924637420,7995954,42480556982,20602.3125,6003,1094,292889.4426,3565.682,4.01411E+20,0.8915
,1102,8/5/2018,408.81,101145231.9,41349.18224,408.81,101145231.9,704249,479012,42701911,22206,14.26,8072326506,7996383,41847737983,20529.46875,5932,1165,293048.5066,3567.619,2.62742E+20,0.8866
,1103,8/6/2018,404.95,101165642.2,40967.0268,404.95,101165642.2,699536,461331,42777737,23317,14.35,12535927147,7995701,42982705325,20410.3125,5923,1126,293327.109,3595.327,4.26679E+20,0.9117
,1104,8/7/2018,377.94,101186040.5,38242.25215,377.94,101186040.5,636342,264940,42849840,19803,14.45,25250639628,7995768,44010142032,20398.3125,5875,1198,291954.5748,3566.362,1.34433E+21,0.9394
,1105,8/8/2018,355.57,101206599.5,35986.03058,355.57,101206599.5,565663,126846,42921999,16263,14.19,57398987243,7996479,45392269325,20559,5957,1140,294985.5601,3591.201,2.87802E+21,0.9547
,1106,8/9/2018,363.51,101227126.3,36797.07266,363.51,101227126.3,538530,123821,42987726,15543,14.28,53118840657,7996647,44636390636,20526.75,5930,1160,295911.9974,3606.036,2.48461E+21,0.9437
,1107,8/10/2018,331.57,101247570.9,33570.65708,331.57,101247570.9,613892,205258,43066197,18596,14.33,34476266415,7996322,42486678014,20444.625,5926,1120,292146.4903,3582.381,1.5206E+21,0.8972
,1108,8/11/2018,318.01,101268207.5,32204.30267,318.01,101268207.5,657312,382522,43136772,20285,14.24,14836056985,7996986,39400853006,20636.625,5945,1188,293393.2115,3553.789,5.07308E+20,0.831
,1109,8/12/2018,318.2,101288559.9,32230.01975,318.2,101288559.9,641927,396854,43201878,19754,14.55,10976239504,7996219,38774637147,20352.375,5835,1228,285376.3397,3490.941,3.62478E+20,0.8333
,1110,8/13/2018,284.03,101308960.5,28774.78406,284.03,101308960.5,694941,393673,43268345,21954,14.45,14813774854,7996188,39237766345,20400.65625,5872,1167,285178.2999,3500.413,5.26722E+20,0.8359
,1111,8/14/2018,278.31,101329292.3,28200.95533,278.31,101329292.3,690348,380815,43339019,21862,14.27,16051359286,7996481,39228141511,20331.75,5952,1032,286578.1953,3545.297,5.99408E+20,0.8249
,1112,8/15/2018,281.24,101349639.6,28503.57264,281.24,101349639.6,648565,380792,43398282,19765,14.26,15051933577,7996219,41795094541,20347.3125,5965,1018,283434.3978,3506.907,5.90093E+20,0.8774
,1113,8/16/2018,286.8,101370067.3,29072.93529,286.8,101370067.3,716732,389421,43459723,22328,14.27,12638796914,7996791,41608463240,20427.65625,5940,1075,279030.9812,3436.675,5.24785E+20,0.8794
,1114,8/17/2018,317.57,101390572.2,32198.604,317.57,101390572.2,607270,266919,43509078,20514,14.51,39211744629,7996633,42577478825,20504.90625,5840,1227,284891.2505,3483.034,1.93516E+21,0.9127
,1115,8/18/2018,294.85,101411041.3,29901.04551,294.85,101411041.3,627522,442684,43555669,22512,14.39,16113373784,7996678,42503730084,20469.09375,5883,1157,280430.8589,3441.651,4.41953E+20,0.9085
,1116,8/19/2018,299.62,101431496.9,30390.90511,299.62,101431496.9,599660,378835,43606981,22015,14.27,14361319521,7997021,41562371454,20455.6875,5930,1094,282006.0502,3468.867,3.94179E+20,0.8819
,1117,8/20/2018,270.81,101451943.2,27474.20073,270.81,101451943.2,663769,404034,43672259,25134,14.24,12426913415,7995770,41363507891,20446.21875,5932,1085,283826.5336,3494.743,4.0641E+20,0.8744
,1118,8/21/2018,281.13,101472436.4,28526.94606,281.13,101472436.4,605639,462010,43731555,25249,14.21,13046942385,7997251,42748700585,20493.28125,5961,1071,286170.3659,3516.086,3.77619E+20,0.8978
,1119,8/22/2018,270.37,101492737.8,27440.59152,270.37,101492737.8,594918,375835,43785438,22830,14.34,17019976734,7996919,42264220552,20301.375,5922,1044,289763.7194,3593.969,8.91346E+20,0.8953
,1120,8/23/2018,275.83,101513081.7,28000.35331,275.83,101513081.7,599557,405345,43836157,24307,14.46,14051914381,7998467,42065549337,20343.84375,5853,1133,279114.193,3451.971,5.99909E+20,0.9008
,1121,8/24/2018,281.37,101533815.7,28568.56972,281.37,101533815.7,596227,400662,43888243,22859,14.27,21501969162,7997139,42623018333,20734.03125,5946,1179,282957.45,3431.231,1.05596E+21,0.9004
,1122,8/25/2018,277.56,101554238.9,28187.39456,277.56,101554238.9,577239,439799,43938589,24937,14.36,11428670781,7995897,42291755913,20423.25,5926,1072,283524.6978,3500.505,3.33521E+20,0.8938
,1123,8/26/2018,274.3,101574659.6,27861.92912,274.3,101574659.6,574072,373155,44001480,24193,14.21,16106529314,7995696,42412745552,20420.625,5947,1044,288842.6926,3569.734,9.50623E+20,0.8924
,1124,8/27/2018,288.02,101595207.5,29261.45166,288.02,101595207.5,645935,580315,44047931,24863,14.22,12387120423,7995063,41618999135,20547.9375,5942,1110,285297.4737,3495.42,3.76454E+20,0.8765
,1125,8/28/2018,295.55,101615591.1,30032.48795,295.55,101615591.1,613844,523597,44103200,25984,14.31,12808584631,7996190,42611722775,20383.59375,5898,1105,282969.428,3491.155,3.8062E+20,0.9041
,1126,8/29/2018,288.67,101635861.3,29339.22409,288.67,101635861.3,546841,440490,44157003,24552,14.42,17290135695,7995415,40990484124,20270.25,5890,1060,278007.4815,3456.093,5.30745E+20,0.871
,1127,8/30/2018,284.15,101656354.6,28885.65317,284.15,101656354.6,592847,421909,44209257,23668,14.33,13559213793,7995762,41748317671,20493.28125,5910,1127,279549.2413,3432.294,4.41391E+20,0.884
,1128,8/31/2018,281.66,101676780.7,28638.28205,281.66,101676780.7,577258,376179,44262786,22118,14.24,14419214330,7995719,42390979718,20426.0625,5953,1038,280439.7219,3465.884,4.47892E+20,0.8913
,1129,9/1/2018,295.36,101697166.6,30037.27513,295.36,101697166.6,656254,371575,44329267,23748,14.48,11043181909,7995875,41936588522,20385.9375,5880,1118,277588.8544,3427.219,3.60564E+20,0.8925
,1130,9/2/2018,295.02,101717669.2,30008.74676,295.02,101717669.2,620267,385235,44407612,23061,14.07,10276825820,7996522,41773080784,20502.5625,6027,986,274831.7379,3385.921,3.32102E+20,0.8679
,1131,9/3/2018,288.97,101737994.1,29399.22815,288.97,101737994.1,631429,371834,44478482,25005,14.44,12111122355,7995329,41333831573,20324.90625,5887,1087,274967.4979,3406.537,3.72264E+20,0.8791
,1132,9/4/2018,285.23,101758539.5,29024.58822,285.23,101758539.5,589521,334268,44540982,23087,14.21,13885223845,7995502,41619433121,20545.40625,5968,1075,276727.458,3394.754,4.59978E+20,0.8739
,1133,9/5/2018,228.27,101778867.9,23233.06217,228.27,101778867.9,626957,336793,44602673,25414,14.24,12606166478,7995536,40180824691,20328.375,5956,1012,277065.298,3435.482,3.6238E+20,0.8458
,1134,9/6/2018,229.52,101799435.9,23365.00652,229.52,101799435.9,588959,424738,44656421,23479,14.04,14951867224,7995882,41771236119,20568,6048,988,276862.3513,3399.788,5.11159E+20,0.8653
,1135,9/7/2018,215.14,101819656.4,21905.48089,215.14,101819656.4,582184,600430,44705538,25113,14.37,14734121984,7994901,41748180692,20220.5625,5913,1006,272247.9516,3399.656,5.066E+20,0.8853
,1136,9/8/2018,196.77,101839941.7,20039.04533,196.77,101839941.7,543337,357906,44745749,25208,14.31,12166983189,7996008,42557339489,20285.25,5936,1008,271323.9081,3375.92,4.04495E+20,0.8994
,1137,9/9/2018,195.99,101860208.6,19963.58228,195.99,101860208.6,565631,324172,44785802,22118,14.41,12538460676,7995247,41908318225,20266.875,5899,1040,257770.4413,3209.593,4.33079E+20,0.8909
,1138,9/10/2018,197.14,101880645.3,20084.75042,197.14,101880645.3,561611,331924,44833306,23522,14.19,13452874427,7995466,41544023685,20436.75,6007,988,260772.6661,3220.98,4.4831E+20,0.8684
,1139,9/11/2018,185.15,101900890.4,18866.94986,185.15,101900890.4,557317,342723,44883424,22317,14.21,15682663024,7995854,40499473258,20245.125,6002,904,255565.1744,3197.34,5.12255E+20,0.8465
,1140,9/12/2018,183.03,101921293.6,18654.65437,183.03,101921293.6,570673,342946,44937612,24133,14.05,16182751014,7996023,41821110210,20403.1875,6043,922,252569.2634,3133.092,5.19583E+20,0.8686
,1141,9/13/2018,211.27,101941716.4,21537.22643,211.27,101941716.4,555753,360753,44987737,24041,14.14,16645393282,7995284,39998835686,20422.78125,6004,975,246361.6094,3049.956,5.35655E+20,0.8359
,1142,9/14/2018,208.87,101962148.4,21296.83393,208.87,101962148.4,514394,424686,45042911,26309,14.04,14645624925,7995760,41155885095,20431.96875,6066,905,253565.5649,3142.743,3.92433E+20,0.8513
,1143,9/15/2018,221.63,101982585.4,22602.4004,221.63,101982585.4,479695,418192,45106424,25808,14.03,13261799419,7995227,42479824388,20437.03125,6051,935,254429.8705,3146.685,3.85383E+20,0.8815
,1144,9/16/2018,220.12,102003094.5,22452.92117,220.12,102003094.5,458432,424321,45157167,27185,13.92,13161379589,7995881,42347625627,20509.125,6113,880,253293.4755,3129.495,3.70197E+20,0.8691
,1145,9/17/2018,196.04,102023575,20000.70164,196.04,102023575,553720,421375,45228749,25919,13.95,15406825205,7995346,42025095355,20480.4375,6080,914,254187.1006,3140.087,4.42144E+20,0.8672
,1146,9/18/2018,208.39,102043752.5,21264.89758,208.39,102043752.5,500513,402834,45293967,26176,14.2,25201881762,7995512,41072862147,20177.53125,5967,927,253649.0746,3178.892,5.43079E+20,0.8622
,1147,9/19/2018,209.78,102064301.4,21411.04914,209.78,102064301.4,507255,224532,45346244,20024,13.94,19871422869,7996790,42797060711,20548.875,6123,900,257726.225,3170.66,6.9846E+20,0.8748
,1148,9/20/2018,224.76,102084725.7,22944.56294,224.76,102084725.7,498146,395470,45410431,24244,14.15,15892963469,7996844,40629078208,20424.28125,6014,967,256660.2049,3176.542,4.94757E+20,0.8454
,1149,9/21/2018,247.69,102105445.1,25290.49769,247.69,102105445.1,544686,358058,45461583,26244,13.96,18242050701,7997094,41721367477,20719.40625,6084,1007,255415.9684,3112.105,6.80153E+20,0.8578
,1150,9/22/2018,240.78,102125766.6,24589.84208,240.78,102125766.6,470309,374690,45509222,25021,14.09,14429730599,7996365,41200809253,20321.53125,6038,891,262892.1809,3278.09,4.19377E+20,0.8534
,1151,9/23/2018,244.55,102146091.1,24979.82658,244.55,102146091.1,468627,384820,45552439,25761,13.96,13141149214,7996326,41005393483,20324.53125,6080,843,260332.227,3248.982,3.70298E+20,0.8441
,1152,9/24/2018,227.92,102166431.1,23285.77298,227.92,102166431.1,480337,400717,45590266,28688,13.99,16838604807,7995473,41546126422,20340,6075,852,261741.3439,3264.682,6.79387E+20,0.8561
,1153,9/25/2018,219.2,102186851.4,22399.35782,219.2,102186851.4,519108,430215,45634004,28211,13.94,16972035503,7996188,42001178534,20420.25,6113,840,259333.6504,3222.555,5.14749E+20,0.8594
,1154,9/26/2018,214.21,102207454.5,21893.85884,214.21,102207454.5,493507,443450,45675061,29742,13.93,16344658408,7996248,43022447700,20603.15625,6112,907,266760.1081,3283.669,5.35126E+20,0.8805
,1155,9/27/2018,229.09,102227966.7,23419.40488,229.09,102227966.7,504047,422304,45720373,29477,14.03,16744302672,7996095,42550467914,20512.125,6081,920,265516.5942,3276.765,5.69997E+20,0.8756
,1156,9/28/2018,221.56,102248381.7,22654.15144,221.56,102248381.7,500407,372263,45768146,28068,13.96,18138439166,7996049,42049467383,20415,6098,856,264448.9358,3285.647,6.20866E+20,0.8634
,1157,9/29/2018,231.32,102268621.3,23656.77749,231.32,102268621.3,434315,254676,45817630,20428,13.93,21874799566,7995408,39766603646,20239.6875,6095,782,259938.0808,3265.763,6.62158E+20,0.8167
,1158,9/30/2018,232.6,102289132.4,23792.4522,232.6,102289132.4,479351,369986,45863137,23846,13.89,16556363668,7997727,39336715212,20511.09375,6114,877,263793.7941,3260.161,5.22137E+20,0.8056
,1159,10/1/2018,230.89,102309434.8,23622.22541,230.89,102309434.8,476308,385445,45910383,24593,13.92,18941010255,8000304,38550173670,20302.40625,6095,811,259027.1628,3240.653,6.11807E+20,0.7913
,1160,10/2/2018,225.41,102329949,23066.19381,225.41,102329949,490262,345044,45959870,24107,13.8,19034870185,8000268,39210756138,20514.1875,6180,802,259556.2604,3211.925,6.46265E+20,0.7956
,1161,10/3/2018,219.97,102350244.5,22513.98328,219.97,102350244.5,559006,367465,46023954,21423,14,13248714205,8000206,40441198221,20295.46875,6075,837,258086.8149,3226.085,4.44726E+20,0.8337
,1162,10/4/2018,221.76,102370614.1,22701.70739,221.76,102370614.1,559181,397961,46085905,22655,13.86,13254100643,8000262,40791755826,20369.625,6146,776,261317.7945,3261.753,4.41228E+20,0.8318
,1163,10/5/2018,227.9,102390791.2,23334.86131,227.9,102390791.2,595361,391881,46155811,20849,13.99,13568425987,8000366,39567592626,20177.0625,6099,754,259922.335,3277.001,4.29831E+20,0.8146
,1164,10/6/2018,224.62,102411283.2,23003.62242,224.62,102411283.2,596865,348785,46245923,17610,13.7,9435830094,8000313,39476085282,20491.96875,6222,733,261827.4556,3252.609,2.90769E+20,0.7954
,1165,10/7/2018,225.65,102431804.5,23113.73668,225.65,102431804.5,497767,285009,46316597,15402,13.66,11769350664,8000233,33826478161,20521.3125,6241,718,263804.8258,3275.289,3.14188E+20,0.6806
,1166,10/8/2018,229.33,102452231.3,23495.3702,229.33,102452231.3,542842,298503,46380175,17036,13.78,14576687784,8000291,36578754051,20426.8125,6179,762,266039.6993,3311.602,4.31497E+20,0.7402
,1167,10/9/2018,227.49,102472582.3,23311.48776,227.49,102472582.3,537028,356105,46439045,18245,13.9,12984496071,8000331,37000810498,20351.0625,6149,774,263567.6875,3289.361,3.87496E+20,0.7522
,1168,10/10/2018,225.26,102492944.1,23087.56059,225.26,102492944.1,516772,246976,46485924,16867,13.83,15893091379,8000193,34139298437,20361.75,6168,748,263745.3818,3294.91,4.47941E+20,0.6935
,1169,10/11/2018,189.83,102513431.7,19460.12473,189.83,102513431.7,570525,281024,46539754,18166,13.87,15385072382,8000173,37661276962,20487.5625,6143,822,259550.9898,3219.699,4.71927E+20,0.7676
,1170,10/12/2018,195.97,102533813.5,20093.55143,195.97,102533813.5,562140,631756,46599664,20202,13.83,29285035983,8000288,38451490999,20381.8125,6170,750,259276.4273,3237.209,6.17707E+20,0.7814
,1171,10/13/2018,199.45,102554250.6,20454.44528,199.45,102554250.6,541797,319139,46658560,17319,13.83,11594824099,8000141,36203199069,20437.125,6176,768,256898.5131,3196.433,3.41115E+20,0.7346
,1172,10/14/2018,194.99,102574715.7,20001.04381,194.99,102574715.7,511719,316448,46736817,15242,13.79,11723908779,8000221,35376080289,20465.0625,6182,770,259153.1832,3220.776,2.95784E+20,0.7168
,1173,10/15/2018,210.8,102595029,21627.03212,210.8,102595029,562011,292318,46805064,17581,13.96,15629941859,8000229,33358306047,20313.375,6095,812,257050.9069,3215.462,4.09714E+20,0.6848
,1174,10/16/2018,210.22,102615410,21571.81149,210.22,102615410,575450,302794,46873582,17645,13.93,12735518129,8000296,35819639765,20380.96875,6114,821,257301.1164,3205.597,3.51755E+20,0.733
,1175,10/17/2018,207.6,102635809.2,21307.19398,207.6,102635809.2,580354,291295,46937003,17763,13.92,13443082264,8000191,36418616658,20399.15625,6130,803,255963.6456,3189.854,3.82899E+20,0.7428
,1176,10/18/2018,202.49,102656246.8,20786.8634,202.49,102656246.8,565791,384805,47015838,17769,13.88,13150134317,8000246,36642236034,20437.59375,6142,809,260467.6722,3237.578,3.62986E+20,0.7459
,1177,10/19/2018,202.86,102676540.3,20828.96297,202.86,102676540.3,601119,332479,47082211,18544,14.02,13701804233,8000253,35201821247,20293.59375,6065,845,257014.036,3213.605,4.14568E+20,0.7257
,1178,10/20/2018,205.08,102696990.3,21061.09877,205.08,102696990.3,534080,383307,47198960,15752,13.84,13289407017,8000220,35802525028,20449.96875,6158,793,254001.5821,3157.206,3.65683E+20,0.7268
,1179,10/21/2018,204.77,102717346.9,21033.43113,204.77,102717346.9,508014,329017,47293906,16116,13.95,12030570166,8000266,35947512741,20356.59375,6124,805,250880.723,3128.315,3.31528E+20,0.7341
,1180,10/22/2018,203.6,102737595.7,20917.37448,203.6,102737595.7,577314,370811,47377063,19571,14.07,13162272626,8000248,37370081491,20248.78125,6065,827,248448.5101,3114.619,3.99544E+20,0.7703
,1181,10/23/2018,203.7,102758171.6,20931.83955,203.7,102758171.6,556231,330894,47457452,17617,13.82,14521834338,8000290,36490238324,20575.875,6168,836,251290.444,3099.871,4.07241E+20,0.7395
,1182,10/24/2018,202.92,102778554.6,20855.8243,202.92,102778554.6,532709,276826,47541182,20667,13.86,15173388388,8000266,37871758031,20383.03125,6124,811,252624.5976,3147.335,4.70944E+20,0.773
,1183,10/25/2018,201.23,102798801.2,20686.20277,201.23,102798801.2,537236,307826,47633029,21879,13.91,16014791521,8000306,39963554987,20246.625,6123,756,248587.8675,3122.255,5.43008E+20,0.8162
,1184,10/26/2018,203.37,102819303.3,20910.36171,203.37,102819303.3,551218,303061,47718011,20114,13.93,16417658883,8000235,37790304411,20502.09375,6122,853,247418.1596,3064.793,4.8075E+20,0.7716
,1185,10/27/2018,202.79,102839546.1,20854.83155,202.79,102839546.1,499165,332163,47809901,15214,14.05,14137366445,8000232,34908844690,20242.78125,6100,783,249171.0755,3127.761,3.52777E+20,0.7154
,1186,10/28/2018,203.72,102859855.2,20954.60969,203.72,102859855.2,509862,363977,47934643,15574,13.85,12960915217,8000151,34801193735,20309.0625,6137,762,247255.9293,3096.523,3.3282E+20,0.7089
,1187,10/29/2018,195.67,102880251.2,20130.57876,195.67,102880251.2,614695,345330,48024536,19679,13.87,14943596679,8000154,35640730470,20396.0625,6111,826,245030.1321,3051.838,4.27228E+20,0.7291
,1188,10/30/2018,196.19,102900422.5,20188.03388,196.19,102900422.5,608397,357419,48138271,19083,14.05,14925838057,8000150,35022078049,20171.25,6043,820,246201.3542,3099.49,4.22832E+20,0.7244
,1189,10/31/2018,197.85,102920927.6,20362.90552,197.85,102920927.6,585707,359762,48250925,17867,13.86,14904469017,8000160,35624494130,20505.09375,6157,817,250905.0699,3108.431,4.23392E+20,0.7232
,1190,11/1/2018,198.73,102941166.8,20457.49807,198.73,102941166.8,589096,351771,48339674,18086,13.97,14202259616,8000202,34809635846,20239.21875,6069,817,244006.5278,3061.598,4.06728E+20,0.7171
,1191,11/2/2018,201.02,102961306.4,20697.28182,201.02,102961306.4,548534,322662,48402315,17166,14,15183112207,8000229,34820768824,20139.65625,6069,783,238273.7031,3004.502,4.43731E+20,0.7172
,1192,11/3/2018,199.47,102981486.8,20541.71717,199.47,102981486.8,505015,325996,48470030,15800,13.95,16145620959,8000084,33992268567,20180.34375,6119,737,238121.4847,3000.831,3.96984E+20,0.6944
,1193,11/4/2018,211.3,103001769.9,21764.27397,211.3,103001769.9,510848,271182,48544458,15888,13.92,13064568368,8000123,34551676453,20283.09375,6109,789,242188.0672,3033.495,3.53364E+20,0.707
,1194,11/5/2018,209.7,103022164,21603.74778,209.7,103022164,582354,254816,48609822,17562,14.03,16749446191,8000216,35479168187,20394.09375,6075,873,240396.5874,2989.388,5.03192E+20,0.7303
,1195,11/6/2018,219.56,103042415.8,22623.9928,219.56,103042415.8,597166,339161,48676699,18894,13.99,17333551729,8000158,35232747104,20251.78125,6064,835,240620.5981,3013.425,5.08602E+20,0.7267
,1196,11/7/2018,217.99,103062897.2,22466.68096,217.99,103062897.2,564602,304557,48744599,17796,13.9,16337162082,8000139,35282954657,20481.46875,6144,829,242339.0598,3002.738,4.67817E+20,0.7179
,1197,11/8/2018,211.29,103083132.5,21780.43507,211.29,103083132.5,555392,315268,48825756,18379,14.04,18892302279,8000232,34928286756,20235.28125,6066,827,244303.624,3062.213,5.47588E+20,0.7201
,1198,11/9/2018,209.39,103103377.9,21588.8163,209.39,103103377.9,547848,301642,48914856,17469,13.94,15752819992,8000160,34364620711,20245.40625,6091,795,239347.1981,3003.136,4.11388E+20,0.7054
,1199,11/10/2018,211.9,103123795.9,21851.93235,211.9,103123795.9,489120,327033,49034192,16375,13.96,12031282399,8000141,35048287080,20418,6113,844,241506.2067,2999.301,2.98408E+20,0.717
,1200,11/11/2018,211.7,103144104.1,21835.60684,211.7,103144104.1,527799,399326,49155935,17094,13.91,10621852227,8000155,35261652912,20308.21875,6121,789,246520.2576,3082.395,2.7661E+20,0.7205
,1201,11/12/2018,210.81,103164416.7,21748.09068,210.81,103164416.7,571162,316717,49240352,18419,13.82,14368146227,8000097,35126834156,20312.53125,6171,727,240140.4087,3007.847,4.43354E+20,0.712
,1202,11/13/2018,206.42,103184686.7,21299.38303,206.42,103184686.7,553590,281355,49339262,17702,13.93,15059123069,8000119,33996251185,20270.0625,6095,802,242075.0552,3032.519,4.77617E+20,0.6977
,1203,11/14/2018,182.72,103204805.8,18857.58212,182.72,103204805.8,582181,292462,49443512,18832,14.08,17416039750,8000153,35751989357,20119.125,6071,776,242719.7623,3062.799,5.7805E+20,0.7364
,1204,11/15/2018,181.53,103224817.2,18738.40106,181.53,103224817.2,563051,233230,49560454,17646,14.02,18474728790,8000199,35050498504,20011.3125,6073,722,241426.555,3069.795,6.28564E+20,0.7221
,1205,11/16/2018,174.84,103245091.9,18051.37187,174.84,103245091.9,552107,264004,49672558,17100,13.79,16120812190,8000148,35420405742,20274.75,6182,696,245905.3567,3089.012,5.43543E+20,0.7168
,1206,11/17/2018,174.22,103265112.3,17990.84787,174.22,103265112.3,505581,262588,49807101,15503,13.96,13275250100,8000118,34989887308,20020.40625,6112,675,236757.3434,3013.973,4.08434E+20,0.716
,1207,11/18/2018,177.53,103285321.5,18336.24313,177.53,103285321.5,484801,243736,49921455,14681,13.87,14895978165,8000163,36390346551,20209.21875,6159,697,237403.7532,2991.786,4.59693E+20,0.7389
,1208,11/19/2018,148.22,103305235.1,15311.90194,148.22,103305235.1,622942,258576,50016033,19002,14.15,17028262287,8000310,39183219447,19913.53125,5999,767,234641.4812,2996.309,6.32836E+20,0.8174
,1209,11/20/2018,130.74,103325250.7,13508.74327,130.74,103325250.7,625752,276695,50112968,19756,14.1,17960754304,8000199,37830924179,20015.625,6028,772,230234.6676,2925.335,6.5057E+20,0.7849
,1210,11/21/2018,136.5,103345480.3,14106.65805,136.5,103345480.3,579531,317301,50205344,17952,13.92,15269813534,8000042,36979108654,20229.5625,6136,726,221561.8192,2789.703,5.26892E+20,0.754
,1211,11/22/2018,124.83,103365413.7,12903.10459,124.83,103365413.7,568895,310142,50303512,17791,14.12,15007551180,7999960,35312592066,19933.40625,6063,699,215752.1927,2756.727,5.01971E+20,0.7281
,1212,11/23/2018,123.37,103385535,12754.67346,123.37,103385535,559992,279262,50396902,17659,13.97,15807815573,7999983,36169776966,20121.375,6119,708,218447.3683,2764.59,5.27505E+20,0.7391
,1213,11/24/2018,112.75,103405541.3,11658.97478,112.75,103405541.3,497091,265089,50497348,15618,13.94,15420458863,7999973,32414441192,20006.25,6119,652,216064.3952,2757.047,4.60696E+20,0.6625
,1214,11/25/2018,116.75,103425560,12074.93413,116.75,103425560,529038,279125,50606198,16512,13.91,16305637620,7999944,33912327881,20018.71875,6154,621,212268.4544,2707.01,5.29533E+20,0.6897
,1215,11/26/2018,108.87,103445607,11262.12324,108.87,103445607,557388,299404,50713235,17255,14.04,16319129861,8000024,35194617770,20047.03125,6071,731,212144.5729,2694.691,5.20843E+20,0.7252
,1216,11/27/2018,110.19,103465356.4,11400.84762,110.19,103465356.4,565825,333313,50826889,17909,14.24,14675345264,8000094,36450146880,19749.375,5995,704,195098.6206,2516.274,4.84297E+20,0.7602
,1217,11/28/2018,122.88,103485249.7,12716.26748,122.88,103485249.7,622580,308999,50928490,19897,14.19,16292970940,8000078,38279118175,19893.28125,6026,727,187566.5787,2399.786,6.44561E+20,0.7942
,1218,11/29/2018,117.48,103505349.7,12159.80848,117.48,103505349.7,555591,280025,50997261,17814,13.95,20346219794,8000035,40567003945,20100,6121,688,190642.8421,2419.084,7.36857E+20,0.8291
,1219,11/30/2018,112.87,103525271.5,11684.89739,112.87,103525271.5,599039,363108,51066463,18642,14.09,22652461526,8000146,41498304998,19921.78125,6046,711,189699.1171,2425.633,8.89633E+20,0.8583
,1220,12/1/2018,118.5,103545034.5,12270.08659,118.5,103545034.5,525757,245267,51170245,16263,14.13,17360683398,7999944,37855433451,19763.0625,6057,630,194472.9925,2512.706,5.85918E+20,0.7821
,1221,12/2/2018,115.96,103564664.8,12009.35852,115.96,103564664.8,492410,253299,51266182,15282,14.08,15744999974,8000046,36978836176,19630.21875,6061,569,186119.0702,2425.443,5.14389E+20,0.7628
,1222,12/3/2018,108.23,103584265.6,11210.92507,108.23,103584265.6,548100,282990,51341410,18022,14.14,17352151387,7999964,38468734821,19600.875,6033,592,185698.7963,2421.793,5.99645E+20,0.7972
