close,volume,date,high,low
38483.126309273,20734730465.05,2022-01-31T23:59:59.999Z,38647.2609829571,36733.5728745194
38743.2725693698,20288500327.54,2022-02-01T23:59:59.999Z,39115.1322812921,38113.6630945423
36952.9849327595,19155189415.69,2022-02-02T23:59:59.999Z,38834.617830971,36832.7286672317
37154.6002446074,18591534769.08,2022-02-03T23:59:59.999Z,37154.6002446074,36375.5373396971
41500.8753823114,29412210791.81,2022-02-04T23:59:59.999Z,41527.7855761899,37093.6295679956
42412.4342359174,16142097333.9,2022-02-06T23:59:59.999Z,42500.7869325403,41244.9076349004
43840.2865761055,28641855926.25,2022-02-07T23:59:59.999Z,44401.8635101809,41748.1553115415
44118.4462597284,33079398868.46,2022-02-08T23:59:59.999Z,45293.8662442033,42807.8357379192
44338.7977574167,23245887299.61,2022-02-09T23:59:59.999Z,44727.799891548,43232.9671622586
43565.1121728445,32142048537.32,2022-02-10T23:59:59.999Z,45661.1731433747,43402.8082441073
42244.4699868886,18152390303.98,2022-02-12T23:59:59.999Z,42992.5515605498,41852.5727219579
42197.5153405276,14741589014.5,2022-02-13T23:59:59.999Z,42693.0528547568,41950.9417357075
42586.9196860901,20827783011.84,2022-02-14T23:59:59.999Z,42775.7783215497,41681.9561131146
44575.2033341441,22721659050.67,2022-02-15T23:59:59.999Z,44667.2169798202,42491.0337603845
43961.8593882795,19792547656.71,2022-02-16T23:59:59.999Z,44578.2762069386,43456.6929350665
40030.9755990885,23310007703.81,2022-02-18T23:59:59.999Z,40929.1532321168,39637.6186047582
40122.1547656975,13736557862.99,2022-02-19T23:59:59.999Z,40418.8792151735,39713.0583287245
38431.3781154647,18340576451.97,2022-02-20T23:59:59.999Z,40119.8900620854,38112.813944195
37075.2793533757,29280402797.54,2022-02-21T23:59:59.999Z,39394.4358263489,36950.4757186119
38286.0270879696,25493150449.85,2022-02-22T23:59:59.999Z,38359.8536637991,36488.932255945
38332.6098307004,46383802092.57,2022-02-24T23:59:59.999Z,38968.8412169006,34459.2177282867
39214.2206250425,26545599158.94,2022-02-25T23:59:59.999Z,39630.3224166458,38111.3418879466
39105.1478155514,17467554129.06,2022-02-26T23:59:59.999Z,40005.3487264337,38702.5337062365
37709.7837534329,23450127611.88,2022-02-27T23:59:59.999Z,39778.9423729401,37268.9775170501
43193.2340330233,35690014104.01,2022-02-28T23:59:59.999Z,43760.4570181679,37518.2146036468
43924.1164380558,29183112629.72,2022-03-02T23:59:59.999Z,45077.5769494305,43432.8517789104
42451.7895866188,24967782593.19,2022-03-03T23:59:59.999Z,44021.5783367152,41914.7490976182
39137.6036387584,28516271426.66,2022-03-04T23:59:59.999Z,42479.6131422293,38805.8495430207
39400.5841380401,16975917449.62,2022-03-05T23:59:59.999Z,39566.3361892208,38777.0364164827
38419.9833773926,19745229901.83,2022-03-06T23:59:59.999Z,39640.1767511205,38211.6479622922
38737.2684954927,25776583476.27,2022-03-08T23:59:59.999Z,39304.4428530725,37957.3865266001
41982.9263548072,32284121034.04,2022-03-09T23:59:59.999Z,42465.6729111805,38706.0947800838
39437.4597736288,31078064710.78,2022-03-10T23:59:59.999Z,42004.7271518599,38832.941265025
38794.9731374789,26364890465.25,2022-03-11T23:59:59.999Z,40081.6792542572,38347.4331623984
38904.0133980303,14616450657.2,2022-03-12T23:59:59.999Z,39308.5990610398,38772.5358786197
39666.7558189777,24322159070.49,2022-03-14T23:59:59.999Z,39742.5007223381,37680.7344675775
39338.7854920324,23934000867.75,2022-03-15T23:59:59.999Z,39794.6302635978,38310.2125797126
41143.9280403474,39616916192.41,2022-03-16T23:59:59.999Z,41465.4517139286,39022.3470871459
40951.3798755055,22009601092.64,2022-03-17T23:59:59.999Z,41287.5352036456,40662.8706009486
41801.1544960935,34421564941.56,2022-03-18T23:59:59.999Z,42195.7447600357,40302.3980488072
41247.8234468342,20127946682.25,2022-03-20T23:59:59.999Z,42241.164783313,41004.7595624682
41077.9979918038,24615543270.67,2022-03-21T23:59:59.999Z,41454.4104322975,40668.0416965467
42358.8084254084,32004652375.66,2022-03-22T23:59:59.999Z,43124.7080693268,40948.2807435836
42892.9574822428,25242943069.35,2022-03-23T23:59:59.999Z,42893.5066795671,41877.5094001254
43960.933058954,31042992291.34,2022-03-24T23:59:59.999Z,44131.854552052,42726.1625314375
44500.8284155129,16950455994.89,2022-03-26T23:59:59.999Z,44735.9955961396,44166.2751431536
46820.4934636771,28160889721.88,2022-03-27T23:59:59.999Z,46827.5461945489,44437.2936474072
47128.0051622503,36362175703.48,2022-03-28T23:59:59.999Z,48086.8367491568,46690.2041337559
47465.7298877113,31397059068.97,2022-03-29T23:59:59.999Z,48022.2888818255,47100.4385980769
47062.6641669272,29333883961.6,2022-03-30T23:59:59.999Z,47655.1494297468,46746.2113689801
46281.6439814509,38162644286.97,2022-04-01T23:59:59.999Z,46616.2437719152,44403.1410093413
46453.5670763172,25414397610.22,2022-04-03T23:59:59.999Z,47313.4768544721,45634.1038004633
