Name,Ticker,close,volume,date,high,low
Bitcoin,BTC,43206.73767,39393395788,4/6/2022 17:00,45544.35562,43193.954
Bitcoin,BTC,42287.66351,27215995394,4/8/2022 17:00,43903.01957,42183.28712
Bitcoin,BTC,42782.13532,16050772496,4/9/2022 17:00,42786.81784,42183.25391
Bitcoin,BTC,42207.67096,17654475582,4/10/2022 17:00,43376.38066,42021.2068
Bitcoin,BTC,39521.90133,33949912166,4/11/2022 17:00,42424.59104,39373.05833
Bitcoin,BTC,40127.18208,30991500854,4/12/2022 17:00,40617.5861,39388.32745
Bitcoin,BTC,39935.517,24342001973,4/14/2022 17:00,41451.48014,39695.74443
Bitcoin,BTC,40553.46327,21756855753,4/15/2022 17:00,40617.7208,39866.8304
Bitcoin,BTC,40424.48329,16833150693,4/16/2022 17:00,40633.68071,40078.4255
Bitcoin,BTC,39716.95423,19087633042,4/17/2022 17:00,40570.72778,39620.8936
Bitcoin,BTC,40826.21439,33705182072,4/18/2022 17:00,40986.31883,38696.19152
Bitcoin,BTC,41374.3782,27819532341,4/20/2022 17:00,42126.30013,40961.09755
Bitcoin,BTC,40527.36408,35372786395,4/21/2022 17:00,42893.5802,40063.82867
Bitcoin,BTC,39740.31985,28011716745,4/22/2022 17:00,40777.75864,39315.41841
Bitcoin,BTC,39486.72871,16138021249,4/23/2022 17:00,39935.86065,39352.20302
Bitcoin,BTC,39469.29356,17964398167,4/24/2022 17:00,39845.92474,39233.54094
Bitcoin,BTC,38117.46251,34569088416,4/26/2022 17:00,40713.88957,37884.98601
Bitcoin,BTC,39241.12275,30981015184,4/27/2022 17:00,39397.91714,37997.31163
Bitcoin,BTC,39773.82837,33903704907,4/28/2022 17:00,40269.46512,38941.42258
Bitcoin,BTC,38609.82319,30882994649,4/29/2022 17:00,39887.26821,38235.53655
Bitcoin,BTC,37714.87555,23895713731,4/30/2022 17:00,38771.20999,37697.94278
Bitcoin,BTC,38529.3278,32922642426,5/2/2022 17:00,39074.97176,38156.5619
Bitcoin,BTC,37750.45392,27326943244,5/3/2022 17:00,38629.99497,37585.62031
Bitcoin,BTC,39698.37062,36754404490,5/4/2022 17:00,39902.95021,37732.0602
Bitcoin,BTC,36575.14213,43106256317,5/5/2022 17:00,39789.28302,35856.51611
Bitcoin,BTC,36040.92235,37795577489,5/6/2022 17:00,36624.3596,35482.13274
Bitcoin,BTC,34059.26425,36763041910,5/8/2022 17:00,35502.9402,33878.96457
Bitcoin,BTC,30296.9534,63355494961,5/9/2022 17:00,34222.07332,30296.9534
Bitcoin,BTC,31022.90541,59811038817,5/10/2022 17:00,32596.30784,29944.80274
Bitcoin,BTC,28936.35503,70388855818,5/11/2022 17:00,32013.40149,28170.41309
Bitcoin,BTC,29047.751,66989173272,5/12/2022 17:00,30032.43895,26350.49017
Bitcoin,BTC,30101.26645,28579868620,5/14/2022 17:00,30192.80319,28702.90953
Bitcoin,BTC,31305.11257,25835372065,5/15/2022 17:00,31308.19136,29527.74037
Bitcoin,BTC,29862.91824,32613897286,5/16/2022 17:00,31305.3426,29251.88556
Bitcoin,BTC,30425.85728,29101473475,5/17/2022 17:00,30694.49095,29570.3019
Bitcoin,BTC,28720.2714,31285268319,5/18/2022 17:00,30618.71598,28720.2714
Bitcoin,BTC,29200.74009,30749382605,5/20/2022 17:00,30664.97637,28793.60603
Bitcoin,BTC,29432.22596,17274840442,5/21/2022 17:00,29588.86881,29027.39382
Bitcoin,BTC,30323.7219,21631532270,5/22/2022 17:00,30425.86051,29275.18276
Bitcoin,BTC,29098.90975,31483454557,5/23/2022 17:00,30590.58648,28975.55961
Bitcoin,BTC,29655.58613,26616506245,5/24/2022 17:00,29774.35472,28786.58945
Bitcoin,BTC,29267.22467,36774325352,5/26/2022 17:00,29834.15929,28261.90571
Bitcoin,BTC,28627.57485,36582005748,5/27/2022 17:00,29346.94302,28326.61365
Bitcoin,BTC,28814.8995,35519577634,5/28/2022 17:00,28814.8995,28554.56602
Bitcoin,BTC,29023.48804,19252320708,5/28/2022 17:00,29135.91826,28554.56602
Ethereum,ETH,109.5877033,691404381.3,2022-01-31T23:59:59.999Z,110.9893994,105.0200712
Ethereum,ETH,115.4020025,824048433.8,2022-02-01T23:59:59.999Z,116.3658189,108.6644136
Ethereum,ETH,108.5560236,743395484.7,2022-02-02T23:59:59.999Z,115.8822603,108.4370005
Ethereum,ETH,110.287001,683428425.1,2022-02-03T23:59:59.999Z,110.287001,106.4179653
Ethereum,ETH,120.9180369,953726675.7,2022-02-04T23:59:59.999Z,120.9222098,109.0049857
Ethereum,ETH,127.4455054,782675364,2022-02-06T23:59:59.999Z,127.4455054,121.4271536
Ethereum,ETH,137.107384,1131143500,2022-02-07T23:59:59.999Z,139.2433898,125.5607085
Ethereum,ETH,133.99124,1373203815,2022-02-08T23:59:59.999Z,142.3538633,130.9980793
Ethereum,ETH,140.1716017,1036393461,2022-02-09T23:59:59.999Z,140.7852058,132.8143359
Ethereum,ETH,135.0883951,1276403767,2022-02-10T23:59:59.999Z,143.2329009,135.0883951
Ethereum,ETH,126.6836787,832593852.7,2022-02-12T23:59:59.999Z,127.5803424,122.2037511
Ethereum,ETH,126.2042172,688706404,2022-02-13T23:59:59.999Z,128.6428978,124.2199458
Ethereum,ETH,124.800053,712457599.5,2022-02-14T23:59:59.999Z,126.6377639,122.2435996
Ethereum,ETH,131.7626262,783234535.1,2022-02-15T23:59:59.999Z,132.1119099,124.2380227
Ethereum,ETH,128.1608427,715637000.6,2022-02-16T23:59:59.999Z,131.7674362,126.0210305
Ethereum,ETH,115.1970888,1205742846,2022-02-18T23:59:59.999Z,121.5430646,114.9232183
Ethereum,ETH,115.7090061,686244892.5,2022-02-19T23:59:59.999Z,116.988866,113.67296
Ethereum,ETH,110.8320386,736479992.4,2022-02-20T23:59:59.999Z,115.7078224,109.1481812
Ethereum,ETH,103.4504899,980192105.4,2022-02-21T23:59:59.999Z,114.3122913,103.379594
Ethereum,ETH,107.5227952,902125483.7,2022-02-22T23:59:59.999Z,107.6065,101.2715207
Ethereum,ETH,104.2304953,1676181000,2022-02-24T23:59:59.999Z,106.2059419,92.61261278
Ethereum,ETH,109.2663097,903266080.1,2022-02-25T23:59:59.999Z,110.3359288,102.0557994
Ethereum,ETH,108.2436621,773091210.1,2022-02-26T23:59:59.999Z,113.2392541,107.2055381
Ethereum,ETH,103.1055948,706861756.2,2022-02-27T23:59:59.999Z,109.8751742,102.3535047
Ethereum,ETH,113.4745787,930577762.8,2022-02-28T23:59:59.999Z,113.4745787,102.2274281
Ethereum,ETH,110.3513594,838169853.4,2022-03-02T23:59:59.999Z,114.2437592,109.6725141
Ethereum,ETH,111.352123,905649306,2022-03-03T23:59:59.999Z,112.503713,108.9623497
Ethereum,ETH,101.3918025,930473365.7,2022-03-04T23:59:59.999Z,112.3562334,100.207321
Ethereum,ETH,104.9771861,548783173.9,2022-03-05T23:59:59.999Z,105.351412,100.2180807
Ethereum,ETH,101.5939158,563304860.9,2022-03-06T23:59:59.999Z,105.6090861,101.5456135
Ethereum,ETH,100.6176442,699527174.7,2022-03-08T23:59:59.999Z,102.16033,98.49970466
Ethereum,ETH,106.9420897,812074655.2,2022-03-09T23:59:59.999Z,109.0458582,100.6216955
Ethereum,ETH,102.6555123,814685365.2,2022-03-10T23:59:59.999Z,106.9722769,100.6696582
Ethereum,ETH,104.965356,764305866.4,2022-03-11T23:59:59.999Z,106.5665731,100.5038155
Ethereum,ETH,105.832397,536251475.6,2022-03-12T23:59:59.999Z,107.7663764,104.8072784
Ethereum,ETH,105.6736525,743010065.3,2022-03-14T23:59:59.999Z,105.7766756,101.5016273
Ethereum,ETH,106.9885683,713675630,2022-03-15T23:59:59.999Z,108.4342322,102.7697755
Ethereum,ETH,111.3591954,977477844.5,2022-03-16T23:59:59.999Z,111.3653982,106.0088553
Ethereum,ETH,110.3102328,616556664.3,2022-03-17T23:59:59.999Z,111.4287058,108.86953
Ethereum,ETH,112.1158685,644181133,2022-03-18T23:59:59.999Z,112.7897618,108.4808499
Ethereum,ETH,114.82914,859708742.1,2022-03-20T23:59:59.999Z,117.7600022,111.9308799
Ethereum,ETH,116.1587308,833192536.9,2022-03-21T23:59:59.999Z,116.628213,113.7423009
Ethereum,ETH,122.927961,1124098345,2022-03-22T23:59:59.999Z,123.1449876,115.7665573
Ethereum,ETH,122.4754213,872780593.3,2022-03-23T23:59:59.999Z,124.0930717,119.0969412
Ethereum,ETH,126.5812743,1007870447,2022-03-24T23:59:59.999Z,127.2931904,120.8521232
Ethereum,ETH,124.8813293,560151991.7,2022-03-26T23:59:59.999Z,125.360937,122.2873905
Ethereum,ETH,129.3974812,740569100.2,2022-03-27T23:59:59.999Z,129.3974812,123.6755472
Ethereum,ETH,127.9386174,943699101.4,2022-03-28T23:59:59.999Z,132.4124737,127.8527432
Ethereum,ETH,130.0612306,837905296.8,2022-03-29T23:59:59.999Z,131.7860344,127.7294266
Ethereum,ETH,131.1693479,928949835.1,2022-03-30T23:59:59.999Z,133.9067796,127.1026163
Ethereum,ETH,124.8831762,854575075,2022-04-01T23:59:59.999Z,125.9663347,120.1248286
Ethereum,ETH,128.9462072,676091829.4,2022-04-03T23:59:59.999Z,129.3058319,124.2185343
Ethereum,ETH,124.8616999,849319391.6,2022-04-04T23:59:59.999Z,128.9070903,122.1119618
Ethereum,ETH,123.2131748,662578352.6,2022-04-05T23:59:59.999Z,127.0733001,123.1957293
Ethereum,ETH,112.4613376,1017954203,2022-04-06T23:59:59.999Z,123.2489449,112.4613376
Ethereum,ETH,110.8820676,747638227.2,2022-04-08T23:59:59.999Z,115.0816225,110.6183543
Ethereum,ETH,112.7772741,519806313,2022-04-09T23:59:59.999Z,112.7896439,110.571224
Ethereum,ETH,111.1737727,510044015.2,2022-04-10T23:59:59.999Z,114.3692731,111.1737727
Ethereum,ETH,102.6073954,807193871.5,2022-04-11T23:59:59.999Z,111.1531426,102.5976837
Ethereum,ETH,104.8284185,638546461.4,2022-04-12T23:59:59.999Z,105.6721862,102.2517419
Ethereum,ETH,107.4110414,736401323.1,2022-04-14T23:59:59.999Z,112.1144825,106.3903552
Ethereum,ETH,111.1093482,802528769.6,2022-04-15T23:59:59.999Z,112.6255005,107.3966629
Ethereum,ETH,114.4307123,639352139,2022-04-16T23:59:59.999Z,114.5356518,110.5418975
Ethereum,ETH,109.0427824,673093200.4,2022-04-17T23:59:59.999Z,114.9690065,108.7637285
Ethereum,ETH,111.2261455,810603033.4,2022-04-18T23:59:59.999Z,111.325765,105.7049105
Ethereum,ETH,111.9796893,669392297.9,2022-04-20T23:59:59.999Z,113.921583,111.0432487
Ethereum,ETH,106.9979854,747220318.1,2022-04-21T23:59:59.999Z,114.22015,106.3016365
Ethereum,ETH,105.6006263,668097133.4,2022-04-22T23:59:59.999Z,108.3449041,105.5461038
Ethereum,ETH,105.504373,502713461.3,2022-04-23T23:59:59.999Z,107.1333256,105.3164818
Ethereum,ETH,104.6226049,487505920.6,2022-04-24T23:59:59.999Z,105.9308362,104.1066284
Ethereum,ETH,98.4046825,702800417.7,2022-04-26T23:59:59.999Z,105.1731974,97.59080237
Ethereum,ETH,100.5387614,692599516.3,2022-04-27T23:59:59.999Z,101.7441036,98.22372935
Ethereum,ETH,103.3233523,780434504.6,2022-04-28T23:59:59.999Z,104.0937003,100.0094829
Ethereum,ETH,100.3780075,861249271.2,2022-04-29T23:59:59.999Z,104.0232135,99.03884496
Ethereum,ETH,96.1659878,604900808.4,2022-04-30T23:59:59.999Z,101.4112257,95.94762914
Ethereum,ETH,100.6932271,613922890.5,2022-05-02T23:59:59.999Z,101.5106823,98.60584822
Ethereum,ETH,99.34301365,542363904.6,2022-05-03T23:59:59.999Z,101.2687426,97.83959834
Ethereum,ETH,106.2748652,768693782.4,2022-05-04T23:59:59.999Z,106.8040901,99.26563416
Ethereum,ETH,96.91891513,842334240.6,2022-05-05T23:59:59.999Z,106.7127981,95.52877915
Ethereum,ETH,96.79175411,769940451.8,2022-05-06T23:59:59.999Z,98.2087359,94.08901068
Ethereum,ETH,93.97643639,729348317.6,2022-05-08T23:59:59.999Z,95.58229913,92.00298981
Ethereum,ETH,77.95715629,1207155617,2022-05-09T23:59:59.999Z,94.7795537,77.95715629
Ethereum,ETH,80.22682648,1720920553,2022-05-10T23:59:59.999Z,84.61721508,74.82234881
Ethereum,ETH,66.38880475,1899877236,2022-05-11T23:59:59.999Z,82.39093346,65.52423965
Ethereum,ETH,64.40274509,1925404691,2022-05-12T23:59:59.999Z,69.25702061,55.32254734
Ethereum,ETH,68.95031201,743433183.5,2022-05-14T23:59:59.999Z,69.99917256,64.62065903
Ethereum,ETH,71.53036924,741432119.8,2022-05-15T23:59:59.999Z,71.53036924,66.55667419
Ethereum,ETH,67.21135169,722439504.2,2022-05-16T23:59:59.999Z,71.51973858,65.45766887
Ethereum,ETH,72.96931585,802347483.9,2022-05-17T23:59:59.999Z,73.51003958,67.21218554
Ethereum,ETH,66.41563577,756026173.2,2022-05-18T23:59:59.999Z,74.0370165,66.41563577
Ethereum,ETH,68.65829411,729408177.3,2022-05-20T23:59:59.999Z,72.90673869,67.09920844
Ethereum,ETH,69.70578526,449401028.5,2022-05-21T23:59:59.999Z,70.42964787,68.17233847
Ethereum,ETH,71.77399875,449155413.6,2022-05-22T23:59:59.999Z,72.30361639,69.52865348
Ethereum,ETH,69.01275275,736854342.4,2022-05-23T23:59:59.999Z,73.74264523,68.99034801
Ethereum,ETH,70.3215499,588236113,2022-05-24T23:59:59.999Z,70.5352792,67.68013488
Ethereum,ETH,63.82813834,721052783.4,2022-05-26T23:59:59.999Z,68.71247964,61.34075191
Ethereum,ETH,61.56392369,646210455.3,2022-05-27T23:59:59.999Z,63.9285524,61.2874032
Ethereum,ETH,62.31327746,615552946.7,2022-05-28T23:59:59.999Z,62.68661077,61.55787965
Ethereum,ETH,63.06558107,418477559.5,2022-05-28T23:59:59.999Z,63.84885081,61.55787965
Tether,USDT,1.583792631,13681.03,2022-01-31T23:59:59.999Z,1.674132778,1.495674914
Tether,USDT,1.660876598,56149.56,2022-02-01T23:59:59.999Z,1.735364661,1.577986807
Tether,USDT,1.717012735,28462.02,2022-02-02T23:59:59.999Z,1.93919317,1.632633946
Tether,USDT,1.685934344,12278.41,2022-02-03T23:59:59.999Z,1.726580796,1.627275099
Tether,USDT,1.742198355,12594.03,2022-02-04T23:59:59.999Z,1.744527234,1.632810452
Tether,USDT,1.872415396,18297.24,2022-02-06T23:59:59.999Z,1.993270597,1.754247344
Tether,USDT,1.915329677,18581.62,2022-02-07T23:59:59.999Z,1.938150433,1.842084662
Tether,USDT,1.920641454,23668.09,2022-02-08T23:59:59.999Z,1.983515179,1.871855883
Tether,USDT,1.99607511,20607.2,2022-02-09T23:59:59.999Z,2.039748233,1.893709861
Tether,USDT,1.926144228,19312.78,2022-02-10T23:59:59.999Z,2.017657697,1.924273657
Tether,USDT,1.976186573,24205.76,2022-02-12T23:59:59.999Z,2.022661321,1.955317916
Tether,USDT,1.98435635,13602.97,2022-02-13T23:59:59.999Z,2.005520808,1.960401221
Tether,USDT,2.001565026,14462.55,2022-02-14T23:59:59.999Z,2.012832235,1.613303457
Tether,USDT,2.179907515,12369.86,2022-02-15T23:59:59.999Z,2.180672433,1.999559404
Tether,USDT,2.163718005,9795.04,2022-02-16T23:59:59.999Z,2.179992986,2.114743733
Tether,USDT,2.149860139,20130.47,2022-02-18T23:59:59.999Z,2.157659991,2.123807271
Tether,USDT,2.161403525,10161.72,2022-02-19T23:59:59.999Z,2.166089007,2.114760355
Tether,USDT,2.158010898,7488.5,2022-02-20T23:59:59.999Z,2.175518784,2.13074984
Tether,USDT,2.164360928,13409.63,2022-02-21T23:59:59.999Z,2.200006453,2.145336299
Tether,USDT,2.185774888,10825.66,2022-02-22T23:59:59.999Z,2.223860423,2.147310753
Tether,USDT,2.152889169,25415.05,2022-02-24T23:59:59.999Z,2.220284345,2.134108408
Tether,USDT,2.176160809,7273.58,2022-02-25T23:59:59.999Z,2.19221356,2.14408786
Tether,USDT,2.168233052,5495.84,2022-02-26T23:59:59.999Z,2.18423641,2.141775227
Tether,USDT,2.148529203,22061.71,2022-02-27T23:59:59.999Z,2.193573637,2.146380531
Tether,USDT,2.259177816,8352.96,2022-02-28T23:59:59.999Z,2.265187874,2.1422322
Tether,USDT,2.24071919,11120.24,2022-03-02T23:59:59.999Z,2.283410233,2.212967842
Tether,USDT,2.270348418,6731.65,2022-03-03T23:59:59.999Z,2.278931519,2.213128941
Tether,USDT,2.201064483,8394.16,2022-03-04T23:59:59.999Z,2.294528169,2.200251473
Tether,USDT,2.217423409,9091.8,2022-03-05T23:59:59.999Z,2.258385143,2.179915576
Tether,USDT,2.164808734,11416.54,2022-03-06T23:59:59.999Z,2.231338495,2.163066947
Tether,USDT,2.18621024,20842.32,2022-03-08T23:59:59.999Z,2.191554157,2.14302956
Tether,USDT,2.354297051,29300.88,2022-03-09T23:59:59.999Z,2.370158124,2.185651676
Tether,USDT,2.263276578,9704.32,2022-03-10T23:59:59.999Z,2.356410308,2.18481264
Tether,USDT,2.158337941,11470.24,2022-03-11T23:59:59.999Z,2.263353453,2.146443299
Tether,USDT,2.162702389,5900.33,2022-03-12T23:59:59.999Z,2.181424453,2.158032989
Tether,USDT,2.211402823,9110.81,2022-03-14T23:59:59.999Z,2.211402823,2.146704779
Tether,USDT,2.201795599,7034.07,2022-03-15T23:59:59.999Z,2.215458886,2.153987559
Tether,USDT,2.288713971,8292.18,2022-03-16T23:59:59.999Z,2.306508256,2.183963325
Tether,USDT,2.288458507,7475.94,2022-03-17T23:59:59.999Z,2.291996986,2.268422209
Tether,USDT,2.320346603,7901.62,2022-03-18T23:59:59.999Z,2.339452083,2.27568172
Tether,USDT,2.294451042,10982.26,2022-03-20T23:59:59.999Z,2.341270194,2.280895411
Tether,USDT,2.294670146,5477.96,2022-03-21T23:59:59.999Z,2.316095917,2.281173301
Tether,USDT,2.423086725,8392.96,2022-03-22T23:59:59.999Z,2.435591854,2.291126024
Tether,USDT,2.413897603,7364.31,2022-03-23T23:59:59.999Z,2.426538578,2.385332924
Tether,USDT,2.436838921,10266.31,2022-03-24T23:59:59.999Z,2.468475383,2.388183303
Tether,USDT,2.469901097,7767.44,2022-03-26T23:59:59.999Z,2.483631789,2.449179668
Tether,USDT,2.502149518,15437.31,2022-03-27T23:59:59.999Z,2.502971472,2.470006439
Tether,USDT,2.457834857,10597.82,2022-03-28T23:59:59.999Z,2.501459807,2.38282851
Tether,USDT,2.440246528,10430.1,2022-03-29T23:59:59.999Z,2.463058288,2.420898604
Tether,USDT,2.421962107,18457.39,2022-03-30T23:59:59.999Z,2.464726508,2.414432219
Tether,USDT,2.549633018,12482.75,2022-04-01T23:59:59.999Z,2.596781587,2.495998406
Tether,USDT,2.529178698,6763.86,2022-04-03T23:59:59.999Z,2.552120192,2.495381638
Tether,USDT,2.511489583,7582.1,2022-04-04T23:59:59.999Z,2.533377225,2.493160625
Tether,USDT,2.506629393,17334.08,2022-04-05T23:59:59.999Z,2.512131546,2.49101803
Tether,USDT,2.58922679,9474.57,2022-04-06T23:59:59.999Z,2.593024922,2.49429753
Tether,USDT,2.529337528,7469.41,2022-04-08T23:59:59.999Z,2.589467214,2.526110543
Tether,USDT,2.594466712,6536.8,2022-04-09T23:59:59.999Z,2.595240777,2.526399135
Tether,USDT,2.557442786,6273.24,2022-04-10T23:59:59.999Z,2.600675233,2.530612892
Tether,USDT,2.448518476,24498.14,2022-04-11T23:59:59.999Z,2.571677163,2.274140843
Tether,USDT,2.539706224,25285.11,2022-04-12T23:59:59.999Z,2.547747349,2.446320541
Tether,USDT,2.533685021,7190.64,2022-04-14T23:59:59.999Z,2.582757748,2.519134117
Tether,USDT,2.556848447,10006.15,2022-04-15T23:59:59.999Z,2.591089464,2.529575988
Tether,USDT,2.538535329,7261.16,2022-04-16T23:59:59.999Z,2.573135538,2.521613909
Tether,USDT,2.527350578,7845.1,2022-04-17T23:59:59.999Z,2.565099222,2.518872788
Tether,USDT,2.673134027,16849.21,2022-04-18T23:59:59.999Z,2.711054089,2.518233134
Tether,USDT,2.707089657,38788.89,2022-04-20T23:59:59.999Z,2.78119402,2.692730413
Tether,USDT,2.767030497,29808.32,2022-04-21T23:59:59.999Z,2.819769023,2.707055686
Tether,USDT,2.624264743,36586.71,2022-04-22T23:59:59.999Z,2.780236785,2.604085161
Tether,USDT,2.104679953,64046.46,2022-04-23T23:59:59.999Z,2.644439631,1.868497609
Tether,USDT,2.134825382,17263.84,2022-04-24T23:59:59.999Z,2.188773226,1.981465523
Tether,USDT,2.05048006,5315.56,2022-04-26T23:59:59.999Z,2.210143851,2.045449462
Tether,USDT,2.100894828,6010.87,2022-04-27T23:59:59.999Z,2.114844929,2.049844431
Tether,USDT,2.127927614,6881.29,2022-04-28T23:59:59.999Z,2.177695633,2.096864202
Tether,USDT,2.065772192,5493.62,2022-04-29T23:59:59.999Z,2.148323189,2.063294662
Tether,USDT,2.037834269,5945.45,2022-04-30T23:59:59.999Z,2.123536235,2.030065395
Tether,USDT,2.078978081,5914.01,2022-05-02T23:59:59.999Z,2.096769165,2.051042593
Tether,USDT,2.011081993,4571.53,2022-05-03T23:59:59.999Z,2.080046982,2.010936856
Tether,USDT,2.086534189,5579.36,2022-05-04T23:59:59.999Z,2.099578179,2.004982836
Tether,USDT,2.005645218,5199.58,2022-05-05T23:59:59.999Z,2.094137339,1.986760947
Tether,USDT,2.00572279,12042.18,2022-05-06T23:59:59.999Z,2.030857957,1.986709027
Tether,USDT,1.993827588,7882.21,2022-05-08T23:59:59.999Z,2.020359547,1.988244737
Tether,USDT,1.988606808,17019.36,2022-05-09T23:59:59.999Z,2.05725085,1.986316063
Tether,USDT,2.091343001,11014.55,2022-05-10T23:59:59.999Z,2.099607163,1.989823505
Tether,USDT,1.937484182,26692.83,2022-05-11T23:59:59.999Z,2.179645094,1.927738459
Tether,USDT,2.010007244,23393.86,2022-05-12T23:59:59.999Z,2.023542101,1.89796851
Tether,USDT,2.10366327,8216.48,2022-05-14T23:59:59.999Z,2.19300871,2.081353679
Tether,USDT,2.133644268,5573.54,2022-05-15T23:59:59.999Z,2.140322824,2.080466042
Tether,USDT,2.087464427,8803.7,2022-05-16T23:59:59.999Z,2.142641191,2.075953047
Tether,USDT,2.10609282,7639.2,2022-05-17T23:59:59.999Z,2.138514712,2.081585395
Tether,USDT,1.497299039,58895.53,2022-05-18T23:59:59.999Z,2.128251213,1.218107247
Tether,USDT,1.218847677,19921.93,2022-05-20T23:59:59.999Z,1.30545712,1.005512201
Tether,USDT,1.316698348,8322.86,2022-05-21T23:59:59.999Z,1.328790369,1.215216713
Tether,USDT,1.354948173,11235.71,2022-05-22T23:59:59.999Z,1.360661876,1.308169748
Tether,USDT,1.381464811,13956.7,2022-05-23T23:59:59.999Z,1.410336766,1.264188846
